ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,satisfaction_score,ticket_text
TKT_00001423,CUST_003914,2024-03-04,billing,medium,resolved,44.0,3.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001424,CUST_001181,2024-06-24,integration_help,medium,pending,,,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001425,CUST_001181,2024-02-26,account_access,medium,resolved,43.0,4.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00001426,CUST_006404,2024-06-22,integration_help,high,resolved,8.0,3.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001427,CUST_006932,2024-08-19,technical_issue,high,resolved,15.0,4.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001428,CUST_000064,2024-09-26,feature_request,medium,closed,25.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001429,CUST_000064,2024-09-23,technical_issue,low,resolved,41.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001430,CUST_000064,2024-09-01,technical_issue,low,closed,25.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001431,CUST_000064,2024-09-25,data_export,low,resolved,60.0,3.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00001432,CUST_004421,2023-06-26,feature_request,medium,resolved,35.0,2.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001433,CUST_004421,2024-04-13,integration_help,urgent,resolved,2.0,5.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001434,CUST_004421,2024-07-31,performance,low,resolved,38.0,2.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001435,CUST_004421,2024-07-16,data_export,low,resolved,75.0,2.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00001436,CUST_001922,2024-06-23,billing,medium,resolved,37.0,4.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001437,CUST_001922,2024-07-03,billing,low,resolved,47.0,3.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00001438,CUST_001922,2024-09-24,training,medium,closed,26.0,2.0,Can you provide training materials for our specific use case?
TKT_00001439,CUST_001922,2024-08-03,billing,low,resolved,65.0,4.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001440,CUST_001922,2024-05-05,account_access,low,resolved,83.0,2.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001441,CUST_001922,2024-09-20,feature_request,medium,resolved,33.0,2.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001442,CUST_003296,2024-04-17,training,high,resolved,5.0,2.0,New team members need training on advanced features. Do you offer sessions?
TKT_00001443,CUST_003296,2022-08-31,technical_issue,low,resolved,76.0,1.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001444,CUST_003296,2023-08-29,training,high,resolved,13.0,4.0,Can you provide training materials for our specific use case?
TKT_00001445,CUST_003296,2024-06-03,integration_help,medium,resolved,26.0,4.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001446,CUST_003296,2023-10-29,integration_help,low,closed,47.0,3.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001447,CUST_003296,2024-06-13,performance,high,resolved,6.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001448,CUST_003296,2024-09-12,feature_request,low,resolved,43.0,2.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001449,CUST_003296,2023-10-13,integration_help,medium,resolved,18.0,2.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001450,CUST_003296,2023-05-24,billing,low,resolved,75.0,2.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001451,CUST_003296,2023-12-07,account_access,low,resolved,70.0,3.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001452,CUST_005772,2024-05-20,account_access,urgent,resolved,3.0,5.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001453,CUST_005772,2022-08-12,account_access,low,resolved,27.0,3.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001454,CUST_009717,2024-07-29,technical_issue,high,resolved,6.0,2.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001455,CUST_009717,2024-06-18,account_access,high,resolved,5.0,3.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001456,CUST_009717,2024-08-08,bug_report,low,closed,67.0,4.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00001457,CUST_009717,2024-05-28,feature_request,medium,resolved,22.0,3.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001458,CUST_007493,2023-02-28,feature_request,low,resolved,88.0,2.0,Better mobile experience would help our field team access data on the go.
TKT_00001459,CUST_007493,2023-12-07,account_access,high,closed,15.0,3.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001460,CUST_005429,2023-05-19,account_access,high,resolved,12.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001461,CUST_005429,2024-05-05,technical_issue,medium,resolved,20.0,4.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00001462,CUST_005429,2024-09-02,integration_help,low,resolved,81.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001463,CUST_006142,2024-07-19,billing,medium,pending,,,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001464,CUST_006142,2024-09-13,integration_help,low,pending,,,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001465,CUST_006142,2024-08-18,integration_help,medium,closed,20.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001466,CUST_004751,2024-03-15,integration_help,low,resolved,27.0,2.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00001467,CUST_003776,2023-08-03,integration_help,medium,resolved,39.0,3.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001468,CUST_003776,2023-11-26,account_access,low,resolved,52.0,4.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001469,CUST_003776,2023-07-06,performance,high,resolved,4.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001470,CUST_005484,2024-02-10,billing,urgent,resolved,3.0,5.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00001471,CUST_009268,2023-07-09,performance,low,resolved,36.0,4.0,Dashboard performance has degraded significantly over the past month.
TKT_00001472,CUST_009268,2023-11-07,integration_help,medium,resolved,25.0,2.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001473,CUST_009268,2024-08-24,training,low,resolved,94.0,2.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00001474,CUST_005107,2023-03-13,billing,low,closed,52.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001475,CUST_005107,2024-08-09,feature_request,high,pending,,,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001476,CUST_005890,2023-09-29,account_access,medium,resolved,36.0,4.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001477,CUST_005890,2023-06-14,integration_help,low,resolved,25.0,2.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001478,CUST_006257,2023-08-12,performance,low,pending,,,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001479,CUST_006257,2024-03-18,account_access,low,resolved,57.0,2.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00001480,CUST_006257,2024-02-13,training,low,resolved,93.0,1.0,New team members need training on advanced features. Do you offer sessions?
TKT_00001481,CUST_006257,2023-11-09,feature_request,medium,resolved,33.0,4.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001482,CUST_006257,2023-07-26,technical_issue,medium,closed,12.0,3.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001483,CUST_006257,2023-12-08,account_access,low,resolved,83.0,1.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00001484,CUST_006257,2024-09-04,billing,low,closed,54.0,3.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001485,CUST_008912,2024-07-30,billing,low,resolved,76.0,2.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001486,CUST_008912,2024-04-27,feature_request,medium,pending,,,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001487,CUST_008912,2024-04-10,performance,low,pending,,,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001488,CUST_008470,2023-12-18,performance,low,resolved,62.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00001489,CUST_008470,2024-07-06,bug_report,urgent,resolved,3.0,5.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00001490,CUST_008470,2024-02-05,account_access,medium,resolved,19.0,4.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001491,CUST_008602,2024-08-14,feature_request,low,resolved,62.0,4.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001492,CUST_008602,2023-04-07,performance,low,resolved,46.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001493,CUST_008602,2023-05-06,performance,low,closed,34.0,3.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001494,CUST_008602,2022-12-21,data_export,low,closed,61.0,3.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00001495,CUST_008602,2023-11-27,account_access,low,resolved,95.0,1.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001496,CUST_007091,2023-08-13,feature_request,medium,resolved,16.0,2.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001497,CUST_007091,2023-08-24,feature_request,low,closed,49.0,4.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001498,CUST_007091,2023-12-06,integration_help,medium,resolved,17.0,3.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00001499,CUST_007091,2023-12-13,data_export,high,closed,10.0,3.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00001500,CUST_002612,2023-06-07,performance,low,resolved,36.0,2.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001501,CUST_002612,2024-09-23,data_export,medium,closed,46.0,2.0,Export format is missing some columns we need. Can this be customized?
TKT_00001502,CUST_002612,2023-10-17,integration_help,medium,pending,,,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001503,CUST_003893,2023-06-03,billing,medium,pending,,,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001504,CUST_006114,2024-05-17,bug_report,low,resolved,41.0,4.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00001505,CUST_002747,2023-01-20,bug_report,high,resolved,9.0,2.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001506,CUST_004381,2023-03-20,data_export,low,resolved,39.0,2.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00001507,CUST_005105,2023-10-05,integration_help,low,resolved,89.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001508,CUST_005105,2024-01-25,data_export,medium,resolved,29.0,2.0,Large data exports are timing out. Need a solution for exporting our complete dataset.
TKT_00001509,CUST_005105,2023-12-19,billing,medium,resolved,32.0,4.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001510,CUST_005105,2023-10-04,integration_help,high,resolved,11.0,3.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00001511,CUST_004719,2024-08-23,bug_report,medium,resolved,18.0,3.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00001512,CUST_004719,2024-08-28,billing,medium,resolved,34.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001513,CUST_004719,2024-07-28,data_export,high,pending,,,Export format is missing some columns we need. Can this be customized?
TKT_00001514,CUST_004719,2024-09-10,billing,medium,resolved,13.0,3.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001515,CUST_004719,2024-07-17,performance,low,resolved,53.0,2.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001516,CUST_005439,2024-05-05,technical_issue,medium,resolved,23.0,4.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001517,CUST_000400,2024-08-01,data_export,urgent,resolved,2.0,5.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00001518,CUST_000400,2024-07-22,data_export,high,resolved,10.0,3.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00001519,CUST_000400,2024-09-06,training,medium,resolved,34.0,2.0,Can you provide training materials for our specific use case?
TKT_00001520,CUST_000400,2024-07-24,performance,low,resolved,78.0,2.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001521,CUST_001595,2024-04-27,performance,low,closed,45.0,2.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001522,CUST_001595,2024-05-08,bug_report,high,resolved,6.0,4.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00001523,CUST_001595,2023-09-13,account_access,low,resolved,29.0,2.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00001524,CUST_006224,2024-09-23,performance,low,resolved,80.0,1.0,System is very slow during peak hours. Reports take forever to load.
TKT_00001525,CUST_006224,2023-10-04,bug_report,urgent,pending,,,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001526,CUST_006224,2024-02-03,bug_report,medium,closed,27.0,2.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001527,CUST_006224,2023-10-28,billing,medium,closed,16.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001528,CUST_006224,2024-08-17,technical_issue,high,resolved,15.0,3.0,The dashboard is loading very slowly and sometimes crashes. This is impacting our daily operations.
TKT_00001529,CUST_001543,2023-10-12,training,medium,resolved,21.0,3.0,Can you provide training materials for our specific use case?
TKT_00001530,CUST_001543,2024-05-07,technical_issue,medium,closed,40.0,2.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00001531,CUST_001543,2024-08-27,billing,medium,closed,13.0,4.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001532,CUST_001543,2024-08-24,technical_issue,low,closed,48.0,4.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00001533,CUST_001543,2024-08-02,integration_help,medium,resolved,33.0,3.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001534,CUST_009086,2024-09-29,data_export,medium,closed,31.0,4.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00001535,CUST_009086,2024-09-05,training,low,resolved,52.0,2.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00001536,CUST_004201,2024-06-16,bug_report,high,resolved,9.0,3.0,Found a bug in the reporting module. Charts are showing incorrect data.
TKT_00001537,CUST_004201,2024-07-28,billing,low,resolved,60.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00001538,CUST_004201,2024-06-21,bug_report,low,resolved,64.0,3.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001539,CUST_003762,2023-09-15,bug_report,low,resolved,78.0,3.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00001540,CUST_003762,2023-08-02,account_access,high,resolved,5.0,3.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001541,CUST_003762,2024-08-04,billing,medium,resolved,19.0,2.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001542,CUST_003762,2024-01-29,account_access,low,resolved,86.0,3.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001543,CUST_003762,2023-03-31,technical_issue,urgent,resolved,2.0,5.0,The mobile app keeps crashing when I try to view reports. Very disappointing experience.
TKT_00001544,CUST_003762,2024-05-02,technical_issue,high,resolved,6.0,3.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00001545,CUST_003762,2023-05-19,integration_help,medium,resolved,18.0,2.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001546,CUST_001417,2024-02-17,integration_help,low,resolved,39.0,3.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00001547,CUST_004961,2023-08-24,technical_issue,medium,resolved,32.0,4.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001548,CUST_004961,2023-04-28,account_access,high,closed,4.0,4.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001549,CUST_007394,2024-07-29,performance,medium,resolved,17.0,4.0,System is very slow during peak hours. Reports take forever to load.
TKT_00001550,CUST_007394,2024-08-21,billing,low,closed,32.0,2.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001551,CUST_007394,2024-08-29,data_export,high,closed,12.0,3.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00001552,CUST_007394,2024-08-19,bug_report,low,pending,,,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00001553,CUST_007394,2024-08-15,billing,low,resolved,48.0,4.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001554,CUST_007394,2024-08-14,training,low,resolved,62.0,3.0,Can you provide training materials for our specific use case?
TKT_00001555,CUST_007526,2024-08-01,integration_help,high,resolved,12.0,2.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001556,CUST_007526,2024-05-16,bug_report,low,resolved,83.0,2.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00001557,CUST_007526,2024-06-17,feature_request,medium,closed,21.0,4.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00001558,CUST_007526,2024-06-27,feature_request,low,resolved,50.0,2.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00001559,CUST_007526,2024-06-09,technical_issue,high,pending,,,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001560,CUST_007526,2024-09-21,billing,low,resolved,32.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001561,CUST_007526,2024-05-12,feature_request,medium,resolved,24.0,2.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001562,CUST_007526,2024-05-13,account_access,low,resolved,24.0,4.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001563,CUST_007211,2023-08-30,feature_request,medium,resolved,20.0,3.0,Better mobile experience would help our field team access data on the go.
TKT_00001564,CUST_007211,2023-11-28,performance,medium,resolved,25.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001565,CUST_007211,2024-08-01,billing,medium,resolved,35.0,4.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001566,CUST_007211,2023-11-10,feature_request,low,resolved,29.0,3.0,Better mobile experience would help our field team access data on the go.
TKT_00001567,CUST_007211,2024-05-25,feature_request,low,resolved,43.0,2.0,Better mobile experience would help our field team access data on the go.
TKT_00001568,CUST_008779,2023-08-03,performance,medium,closed,22.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001569,CUST_008203,2024-09-30,bug_report,high,resolved,6.0,4.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00001570,CUST_008203,2024-10-01,technical_issue,urgent,resolved,1.0,4.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001571,CUST_008203,2024-09-28,performance,high,closed,15.0,3.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001572,CUST_008203,2024-09-29,bug_report,medium,closed,41.0,3.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001573,CUST_009775,2024-02-26,billing,medium,closed,30.0,4.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00001574,CUST_005459,2024-08-27,billing,low,closed,77.0,1.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001575,CUST_005459,2024-07-20,account_access,urgent,resolved,3.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001576,CUST_005459,2023-08-05,performance,medium,resolved,35.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00001577,CUST_008448,2023-06-06,account_access,low,resolved,82.0,2.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001578,CUST_008448,2023-07-24,feature_request,high,pending,,,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00001579,CUST_005788,2024-09-14,feature_request,high,resolved,6.0,3.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001580,CUST_005788,2024-10-01,performance,medium,resolved,40.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001581,CUST_005788,2024-06-10,bug_report,low,resolved,41.0,2.0,Filter functionality is broken on the analytics page. Please investigate.
TKT_00001582,CUST_005788,2024-02-01,billing,medium,closed,31.0,4.0,I was charged twice this month and need a refund. This is very frustrating as it affects our budget.
TKT_00001583,CUST_002556,2024-01-27,integration_help,medium,resolved,25.0,4.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001584,CUST_002556,2024-03-19,integration_help,medium,resolved,47.0,3.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001585,CUST_009808,2024-08-01,account_access,medium,resolved,42.0,4.0,I forgot my password and the reset email isn't coming through. Need access urgently.
TKT_00001586,CUST_009808,2024-09-10,billing,low,resolved,85.0,2.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001587,CUST_009808,2024-08-15,integration_help,low,resolved,80.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001588,CUST_009808,2024-09-27,training,low,closed,70.0,3.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00001589,CUST_009808,2024-09-02,training,high,resolved,6.0,3.0,New team members need training on advanced features. Do you offer sessions?
TKT_00001590,CUST_006768,2023-02-18,integration_help,low,closed,91.0,3.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001591,CUST_008092,2024-03-24,training,high,resolved,5.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00001592,CUST_008092,2023-07-17,performance,low,resolved,53.0,3.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001593,CUST_001726,2024-09-08,account_access,low,resolved,67.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001594,CUST_001726,2024-08-01,billing,high,resolved,6.0,3.0,My payment failed but I'm not sure why. Can you help me resolve this quickly?
TKT_00001595,CUST_001726,2024-08-28,billing,medium,closed,47.0,4.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001596,CUST_001726,2024-09-28,account_access,low,closed,66.0,4.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001597,CUST_000351,2024-05-14,feature_request,low,resolved,29.0,3.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00001598,CUST_000351,2024-03-20,training,medium,resolved,21.0,4.0,Looking for best practices documentation. Want to optimize our usage.
TKT_00001599,CUST_000351,2023-11-25,performance,low,resolved,73.0,3.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001600,CUST_005269,2023-08-23,billing,low,resolved,88.0,1.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001601,CUST_005269,2024-04-26,integration_help,medium,resolved,13.0,2.0,API documentation is confusing. Can someone walk me through the setup process?
TKT_00001602,CUST_005269,2023-05-13,account_access,medium,resolved,39.0,3.0,My account seems to be locked after multiple login attempts. Please help unlock it.
TKT_00001603,CUST_009837,2023-10-27,account_access,high,resolved,10.0,4.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001604,CUST_009837,2023-08-10,billing,high,resolved,4.0,2.0,I need to downgrade my plan but can't find the option. The current cost is too high for our small team.
TKT_00001605,CUST_009837,2024-08-31,account_access,low,resolved,91.0,3.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001606,CUST_009837,2023-09-16,data_export,low,resolved,80.0,2.0,Scheduled exports stopped working last week. Our automated reports are broken.
TKT_00001607,CUST_009837,2024-02-16,performance,low,resolved,64.0,4.0,Query timeouts are happening frequently. This is impacting our productivity.
TKT_00001608,CUST_009837,2024-07-19,performance,high,resolved,5.0,3.0,Dashboard performance has degraded significantly over the past month.
TKT_00001609,CUST_009837,2024-03-24,account_access,high,resolved,9.0,3.0,Can you help me add new team members to our account? The process isn't clear.
TKT_00001610,CUST_004760,2023-10-16,integration_help,medium,resolved,46.0,4.0,Webhook setup is failing. Getting authentication errors that I can't resolve.
TKT_00001611,CUST_001679,2023-09-24,bug_report,high,closed,15.0,2.0,Data synchronization issue - seeing stale data that should have updated hours ago.
TKT_00001612,CUST_001679,2023-12-28,performance,medium,pending,,,Dashboard performance has degraded significantly over the past month.
TKT_00001613,CUST_001679,2024-01-25,technical_issue,low,resolved,49.0,3.0,I can't export data - getting an error message every time I try. This is blocking our reporting.
TKT_00001614,CUST_001109,2024-08-19,account_access,urgent,closed,2.0,5.0,Need to transfer account ownership to a new admin. What's the process for this?
TKT_00001615,CUST_001109,2023-10-27,bug_report,high,resolved,12.0,4.0,Getting JavaScript errors in the browser console. Interface is unstable.
TKT_00001616,CUST_001109,2023-05-18,performance,low,resolved,95.0,1.0,System is very slow during peak hours. Reports take forever to load.
TKT_00001617,CUST_001109,2023-07-17,feature_request,high,resolved,4.0,4.0,Real-time notifications would be amazing for our workflow. Currently we miss important updates.
TKT_00001618,CUST_001109,2024-07-29,performance,low,resolved,80.0,2.0,Dashboard performance has degraded significantly over the past month.
TKT_00001619,CUST_006678,2024-01-16,data_export,low,resolved,37.0,4.0,Need help with bulk data migration. Moving to new system and need all historical data.
TKT_00001620,CUST_006678,2023-04-22,performance,urgent,resolved,1.0,5.0,System is very slow during peak hours. Reports take forever to load.
TKT_00001621,CUST_006678,2023-09-25,training,low,resolved,36.0,3.0,Can you provide training materials for our specific use case?
TKT_00001622,CUST_006678,2023-05-09,feature_request,medium,pending,,,Better mobile experience would help our field team access data on the go.
TKT_00001623,CUST_006678,2024-07-26,feature_request,high,resolved,11.0,4.0,Can you add more export formats? We need Excel compatibility for our stakeholders.
TKT_00001624,CUST_000692,2023-12-30,feature_request,medium,closed,32.0,4.0,Better mobile experience would help our field team access data on the go.
TKT_00001625,CUST_009173,2024-04-09,performance,medium,resolved,35.0,3.0,System is very slow during peak hours. Reports take forever to load.
TKT_00001626,CUST_009173,2024-04-09,performance,medium,closed,42.0,4.0,Page load times are unacceptable. Considering switching to a competitor.
TKT_00001627,CUST_009173,2023-10-17,feature_request,low,resolved,60.0,4.0,Better mobile experience would help our field team access data on the go.
TKT_00001628,CUST_001585,2022-12-11,training,high,closed,13.0,3.0,Onboarding process could be improved. New users are struggling to get started.
TKT_00001629,CUST_001585,2024-02-29,performance,high,closed,15.0,2.0,Dashboard performance has degraded significantly over the past month.
TKT_00001630,CUST_001585,2023-10-21,integration_help,low,closed,56.0,3.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001631,CUST_006100,2024-04-08,integration_help,low,resolved,82.0,1.0,Need help with custom integration. Our development team is stuck on the implementation.
TKT_00001632,CUST_002396,2022-12-23,training,medium,resolved,15.0,2.0,New team members need training on advanced features. Do you offer sessions?
TKT_00001633,CUST_002396,2024-07-18,billing,high,resolved,12.0,3.0,Can you help me understand the billing changes? The new pricing seems much higher than expected.
TKT_00001634,CUST_005357,2024-09-25,integration_help,medium,resolved,34.0,4.0,Having trouble connecting to Salesforce. The integration guide isn't clear enough.
TKT_00001635,CUST_005357,2024-07-17,feature_request,low,resolved,41.0,4.0,Would love to see dark mode added to the interface. Many of our team members have requested this.
TKT_00001636,CUST_001413,2024-07-19,technical_issue,low,pending,,,API calls are failing intermittently. Our integration is broken and customers are complaining.
TKT_00001637,CUST_001413,2024-06-25,technical_issue,high,resolved,9.0,4.0,API calls are failing intermittently. Our integration is broken and customers are complaining.
