customer_id,signup_date,plan_type,company_size,industry,status,monthly_revenue
CUST_002638,2023-05-02,starter,small,education,active,31.3
CUST_002639,2022-07-09,starter,small,media,active,31.01
CUST_002640,2022-04-20,professional,large,finance,active,452.42
CUST_002641,2024-10-01,enterprise,enterprise,consulting,active,2326.16
CUST_002642,2023-06-11,professional,small,retail,active,95.34
CUST_002643,2024-02-19,professional,small,education,active,84.1
CUST_002644,2022-04-23,starter,enterprise,real_estate,active,170.02
CUST_002645,2024-02-20,professional,small,education,active,107.11
CUST_002646,2023-07-25,starter,small,technology,active,24.15
CUST_002647,2023-05-21,starter,small,healthcare,active,27.66
CUST_002648,2023-04-13,starter,medium,non_profit,active,53.63
CUST_002649,2023-12-05,professional,small,media,active,88.14
CUST_002650,2023-02-22,starter,small,manufacturing,active,34.63
CUST_002651,2023-03-15,starter,medium,retail,active,55.99
CUST_002652,2024-07-05,enterprise,medium,media,active,704.2
CUST_002653,2023-01-12,starter,small,finance,active,23.35
CUST_002654,2023-11-22,starter,small,media,active,31.0
CUST_002655,2023-02-10,enterprise,large,media,active,1209.87
CUST_002656,2023-11-24,professional,small,healthcare,active,83.92
CUST_002657,2023-02-09,premium,large,consulting,active,2586.16
CUST_002658,2024-09-28,professional,medium,healthcare,active,218.22
CUST_002659,2024-07-02,enterprise,small,finance,active,246.94
CUST_002660,2024-09-25,starter,small,retail,active,27.13
CUST_002661,2023-09-02,starter,small,consulting,active,24.62
CUST_002662,2024-05-08,premium,small,consulting,active,652.96
CUST_002663,2022-10-13,starter,small,non_profit,active,30.09
CUST_002664,2024-02-14,starter,small,consulting,active,27.33
CUST_002665,2023-11-14,starter,small,non_profit,active,34.22
CUST_002666,2023-05-12,starter,small,real_estate,active,26.44
CUST_002667,2024-02-26,starter,small,media,active,24.45
CUST_002668,2022-09-14,premium,enterprise,media,churned,4793.77
CUST_002669,2023-10-06,starter,small,finance,active,23.54
CUST_002670,2024-01-26,starter,large,technology,active,112.08
CUST_002671,2023-05-26,premium,large,technology,active,2852.0
CUST_002672,2023-01-27,starter,small,non_profit,active,31.08
CUST_002673,2022-06-06,enterprise,enterprise,manufacturing,active,2516.04
CUST_002674,2022-04-09,starter,small,healthcare,active,30.87
CUST_002675,2023-06-17,professional,small,media,active,110.59
CUST_002676,2022-07-26,premium,medium,manufacturing,active,1276.74
CUST_002677,2023-05-18,starter,small,real_estate,active,26.24
CUST_002678,2022-12-18,professional,medium,real_estate,active,202.71
CUST_002679,2024-09-02,enterprise,small,technology,active,357.69
CUST_002680,2024-06-20,professional,large,healthcare,active,380.43
CUST_002681,2022-11-19,starter,medium,consulting,active,47.87
CUST_002682,2022-02-06,professional,medium,technology,active,173.28
CUST_002683,2023-11-07,premium,medium,manufacturing,active,1383.5
CUST_002684,2022-06-18,professional,medium,media,churned,193.48
CUST_002685,2022-11-16,starter,medium,consulting,churned,48.75
CUST_002686,2022-04-23,starter,small,non_profit,active,31.03
CUST_002687,2023-11-07,professional,small,real_estate,active,106.34
CUST_002688,2023-08-09,professional,small,media,active,98.05
CUST_002689,2024-05-24,professional,medium,finance,churned,199.53
CUST_002690,2023-02-05,professional,large,manufacturing,churned,398.15
CUST_002691,2024-09-21,starter,small,consulting,active,30.36
CUST_002692,2022-12-28,starter,small,manufacturing,active,26.92
CUST_002693,2022-01-29,professional,medium,non_profit,active,162.79
CUST_002694,2024-05-07,enterprise,small,education,active,280.93
CUST_002695,2024-01-30,enterprise,medium,non_profit,active,485.65
CUST_002696,2024-07-01,starter,small,education,active,27.61
CUST_002697,2023-03-15,professional,large,education,active,477.51
CUST_002698,2023-02-26,professional,medium,education,churned,163.69
CUST_002699,2022-09-08,starter,small,retail,active,25.92
CUST_002700,2022-11-16,professional,small,non_profit,active,82.56
CUST_002701,2023-12-06,enterprise,small,healthcare,active,343.13
CUST_002702,2022-04-28,professional,enterprise,education,active,693.46
CUST_002703,2023-07-06,professional,small,education,active,80.68
CUST_002704,2023-11-05,enterprise,enterprise,consulting,active,2464.3
CUST_002705,2024-07-12,starter,small,consulting,active,26.29
CUST_002706,2023-12-14,starter,medium,media,churned,50.72
CUST_002707,2022-11-21,starter,medium,consulting,active,50.38
CUST_002708,2022-11-27,starter,small,non_profit,active,24.33
CUST_002709,2023-05-16,starter,small,healthcare,active,31.21
CUST_002710,2022-07-30,starter,small,education,active,28.96
CUST_002711,2024-04-10,starter,small,education,active,25.13
CUST_002712,2022-11-03,enterprise,enterprise,education,active,2849.46
CUST_002713,2022-07-26,starter,small,media,active,30.57
CUST_002714,2024-09-24,professional,enterprise,healthcare,active,907.79
CUST_002715,2023-07-03,enterprise,medium,retail,active,548.05
CUST_002716,2022-02-18,starter,medium,manufacturing,active,58.73
CUST_002717,2023-02-16,starter,medium,retail,active,51.44
CUST_002718,2024-09-07,enterprise,medium,healthcare,active,651.16
CUST_002719,2023-08-16,professional,small,healthcare,active,102.64
CUST_002720,2022-10-07,professional,small,healthcare,active,101.63
CUST_002721,2023-06-28,starter,small,media,active,28.15
CUST_002722,2022-12-22,enterprise,small,healthcare,active,317.12
CUST_002723,2022-11-06,starter,small,real_estate,active,32.53
CUST_002724,2023-03-20,professional,small,real_estate,active,91.61
CUST_002725,2023-03-01,starter,medium,consulting,active,44.12
CUST_002726,2023-06-12,starter,small,media,churned,30.99
CUST_002727,2023-07-15,starter,small,finance,active,33.42
CUST_002728,2023-10-05,starter,medium,real_estate,active,56.11
CUST_002729,2023-08-14,starter,small,media,active,25.67
CUST_002730,2024-09-12,premium,enterprise,media,active,4353.53
CUST_002731,2023-10-16,professional,large,real_estate,active,448.31
CUST_002732,2024-05-23,starter,small,consulting,active,34.04
CUST_002733,2024-01-15,starter,small,technology,active,29.26
CUST_002734,2023-01-09,enterprise,medium,media,churned,514.6
CUST_002735,2022-06-04,professional,large,manufacturing,active,453.92
CUST_002736,2023-02-25,professional,medium,education,active,227.67
CUST_002737,2024-07-22,professional,small,healthcare,active,104.3
CUST_002738,2024-05-16,starter,small,consulting,active,26.3
CUST_002739,2022-10-21,professional,small,finance,active,89.36
CUST_002740,2023-09-08,professional,medium,retail,active,191.51
CUST_002741,2022-04-27,professional,large,finance,churned,349.83
CUST_002742,2022-09-09,professional,small,manufacturing,active,97.58
CUST_002743,2023-07-28,premium,medium,consulting,active,1161.6
CUST_002744,2024-07-16,professional,small,technology,active,87.2
CUST_002745,2022-10-07,premium,medium,finance,active,973.18
CUST_002746,2024-03-19,professional,small,manufacturing,active,105.28
CUST_002747,2022-06-30,starter,medium,technology,active,58.09
CUST_002748,2023-05-13,starter,small,technology,active,23.84
CUST_002749,2024-07-07,enterprise,medium,healthcare,active,554.41
CUST_002750,2022-11-02,professional,medium,healthcare,churned,230.89
CUST_002751,2023-02-21,starter,medium,education,active,52.36
CUST_002752,2024-06-25,starter,small,healthcare,active,27.8
CUST_002753,2024-05-09,starter,small,finance,active,25.94
CUST_002754,2023-08-08,professional,medium,real_estate,active,233.46
CUST_002755,2023-06-19,starter,small,non_profit,active,34.22
CUST_002756,2024-08-11,enterprise,small,real_estate,active,269.32
CUST_002757,2024-06-24,enterprise,large,healthcare,active,1073.38
CUST_002758,2022-05-06,professional,small,education,active,92.24
CUST_002759,2023-08-22,enterprise,large,consulting,active,1345.68
CUST_002760,2024-02-01,professional,small,retail,active,116.25
CUST_002761,2022-08-12,professional,large,finance,active,336.25
CUST_002762,2022-08-08,professional,medium,manufacturing,active,194.18
CUST_002763,2022-09-18,starter,medium,non_profit,active,40.3
CUST_002764,2023-07-01,starter,medium,education,active,52.91
CUST_002765,2022-04-26,starter,small,education,churned,29.53
CUST_002766,2023-05-02,starter,medium,retail,active,58.08
CUST_002767,2024-06-19,enterprise,medium,finance,active,566.17
CUST_002768,2024-01-03,starter,small,education,active,32.73
CUST_002769,2022-01-22,professional,small,non_profit,active,80.58
CUST_002770,2024-01-28,professional,medium,technology,active,214.18
CUST_002771,2024-03-18,professional,small,retail,active,89.22
CUST_002772,2023-01-29,enterprise,large,manufacturing,active,1265.64
CUST_002773,2023-12-19,starter,medium,education,active,56.9
CUST_002774,2023-12-03,starter,small,healthcare,active,29.4
CUST_002775,2022-08-31,starter,small,media,active,27.71
CUST_002776,2024-07-20,starter,small,consulting,active,33.96
CUST_002777,2024-07-28,enterprise,large,manufacturing,active,1103.51
CUST_002778,2024-08-16,enterprise,large,retail,active,1101.84
CUST_002779,2024-05-30,professional,small,finance,active,115.47
CUST_002780,2023-10-09,professional,small,education,active,114.03
CUST_002781,2024-02-25,premium,small,consulting,active,668.32
CUST_002782,2022-10-08,starter,small,healthcare,active,32.75
CUST_002783,2024-08-21,starter,large,media,active,97.86
CUST_002784,2023-02-27,enterprise,medium,education,active,651.09
CUST_002785,2024-06-16,premium,large,healthcare,active,2710.3
CUST_002786,2023-12-17,starter,enterprise,manufacturing,active,199.5
CUST_002787,2022-12-27,enterprise,large,consulting,active,1247.97
CUST_002788,2024-04-12,starter,medium,real_estate,active,53.66
CUST_002789,2023-04-10,premium,medium,technology,active,1324.64
CUST_002790,2023-10-19,professional,large,finance,active,419.77
CUST_002791,2024-03-21,starter,small,finance,active,23.24
CUST_002792,2022-07-24,enterprise,large,manufacturing,active,1109.66
CUST_002793,2022-03-26,starter,small,healthcare,active,25.03
CUST_002794,2023-06-13,starter,small,finance,active,33.02
CUST_002795,2023-12-04,enterprise,large,consulting,active,1339.35
CUST_002796,2022-11-24,starter,small,media,active,28.75
CUST_002797,2024-01-23,enterprise,small,finance,active,270.38
CUST_002798,2023-12-05,starter,small,non_profit,active,32.79
CUST_002799,2024-03-29,professional,small,manufacturing,active,87.07
CUST_002800,2023-03-01,enterprise,medium,education,active,522.78
CUST_002801,2024-06-16,starter,small,consulting,active,34.16
CUST_002802,2024-06-24,professional,small,non_profit,active,88.09
CUST_002803,2024-08-28,starter,small,technology,active,33.91
CUST_002804,2023-10-25,enterprise,large,non_profit,active,1259.73
CUST_002805,2024-07-17,starter,small,healthcare,active,34.5
CUST_002806,2022-07-23,professional,small,manufacturing,active,106.97
CUST_002807,2022-06-22,professional,large,technology,active,383.21
CUST_002808,2023-03-16,professional,small,non_profit,churned,89.5
CUST_002809,2022-04-02,professional,large,education,active,346.35
CUST_002810,2023-08-04,starter,medium,healthcare,churned,39.48
CUST_002811,2023-06-23,enterprise,small,consulting,active,331.69
CUST_002812,2024-08-08,enterprise,large,media,active,1355.95
CUST_002813,2023-05-22,professional,small,healthcare,active,88.09
CUST_002814,2022-07-28,starter,small,retail,active,34.17
CUST_002815,2024-04-12,starter,medium,manufacturing,active,44.84
CUST_002816,2023-05-22,professional,medium,consulting,active,169.56
CUST_002817,2024-05-26,starter,small,retail,active,30.16
CUST_002818,2024-04-23,starter,small,manufacturing,active,31.63
CUST_002819,2022-07-13,enterprise,medium,consulting,active,522.42
CUST_002820,2024-03-22,starter,small,finance,active,23.53
CUST_002821,2024-09-26,enterprise,medium,manufacturing,active,535.62
CUST_002822,2023-04-07,starter,small,retail,churned,27.49
CUST_002823,2023-12-02,starter,medium,media,active,40.88
CUST_002824,2023-04-26,professional,small,finance,active,113.71
CUST_002825,2024-09-24,professional,medium,consulting,active,213.87
CUST_002826,2024-01-01,professional,medium,consulting,active,215.59
CUST_002827,2024-01-24,starter,small,non_profit,active,26.17
CUST_002828,2022-04-08,starter,small,real_estate,active,23.88
CUST_002829,2022-12-07,enterprise,medium,retail,active,592.04
CUST_002830,2022-12-29,enterprise,enterprise,non_profit,active,2820.57
CUST_002831,2024-09-17,starter,small,non_profit,active,31.43
CUST_002832,2024-04-09,professional,large,technology,active,320.06
CUST_002833,2023-06-01,enterprise,medium,non_profit,active,570.47
CUST_002834,2024-09-27,enterprise,medium,consulting,active,640.03
CUST_002835,2022-05-16,professional,small,real_estate,active,80.83
CUST_002836,2022-07-03,professional,large,manufacturing,active,346.31
CUST_002837,2023-05-20,professional,medium,education,active,229.08
CUST_002838,2022-05-16,starter,enterprise,healthcare,active,184.46
CUST_002839,2023-06-28,starter,medium,consulting,active,41.98
CUST_002840,2022-04-30,starter,medium,education,active,40.07
CUST_002841,2022-05-11,starter,small,media,active,33.31
CUST_002842,2024-05-04,professional,large,manufacturing,active,438.55
CUST_002843,2024-08-06,professional,small,consulting,active,90.4
CUST_002844,2024-06-16,premium,medium,manufacturing,active,1253.16
CUST_002845,2024-02-19,professional,small,manufacturing,active,99.67
CUST_002846,2023-03-23,starter,small,finance,active,26.86
CUST_002847,2023-05-19,professional,medium,finance,active,203.43
CUST_002848,2024-08-03,professional,medium,media,active,163.44
CUST_002849,2022-06-02,starter,small,technology,active,25.87
CUST_002850,2022-02-06,professional,enterprise,media,active,722.37
CUST_002851,2023-12-24,starter,small,media,active,28.26
CUST_002852,2024-07-05,starter,medium,media,active,40.0
CUST_002853,2023-01-01,professional,large,real_estate,active,396.64
CUST_002854,2023-05-20,starter,large,healthcare,active,112.7
CUST_002855,2024-06-06,premium,medium,finance,active,1018.5
CUST_002856,2022-04-06,enterprise,small,retail,active,343.03
CUST_002857,2022-07-04,enterprise,small,finance,active,328.89
CUST_002858,2024-04-22,professional,medium,manufacturing,active,204.03
CUST_002859,2023-11-11,starter,small,non_profit,active,25.66
CUST_002860,2024-09-21,starter,small,technology,active,29.3
CUST_002861,2023-08-08,starter,small,finance,active,28.03
CUST_002862,2022-03-20,starter,medium,retail,active,54.26
CUST_002863,2023-11-25,professional,small,healthcare,active,114.34
CUST_002864,2022-01-27,starter,small,manufacturing,active,31.1
CUST_002865,2023-11-28,enterprise,small,healthcare,active,286.34
CUST_002866,2023-08-28,professional,large,healthcare,active,452.78
CUST_002867,2022-06-07,professional,medium,technology,active,165.65
CUST_002868,2024-04-30,professional,medium,media,active,195.34
CUST_002869,2024-09-05,starter,medium,manufacturing,active,50.85
CUST_002870,2022-01-06,starter,small,education,active,34.45
CUST_002871,2023-11-03,professional,large,non_profit,active,470.96
CUST_002872,2022-11-29,premium,large,non_profit,active,2043.3
CUST_002873,2024-06-02,professional,small,technology,active,110.94
CUST_002874,2022-10-17,premium,medium,education,churned,1341.99
CUST_002875,2024-02-01,enterprise,enterprise,healthcare,active,2444.25
CUST_002876,2023-09-09,professional,small,consulting,active,82.87
CUST_002877,2022-09-19,professional,small,finance,active,88.71
CUST_002878,2024-02-29,professional,large,consulting,active,333.43
CUST_002879,2024-05-22,professional,medium,retail,active,172.17
CUST_002880,2024-03-09,starter,small,consulting,active,26.51
CUST_002881,2024-02-10,premium,medium,finance,active,1017.04
CUST_002882,2023-05-18,starter,large,consulting,active,108.34
CUST_002883,2024-08-01,enterprise,large,manufacturing,active,1392.63
CUST_002884,2023-09-10,starter,small,finance,active,27.36
CUST_002885,2022-04-09,enterprise,small,education,active,300.51
CUST_002886,2023-05-17,enterprise,medium,media,active,691.34
CUST_002887,2023-05-03,professional,small,manufacturing,active,101.5
CUST_002888,2023-03-10,starter,small,healthcare,active,31.98
CUST_002889,2024-04-10,starter,medium,education,active,51.23
CUST_002890,2023-03-21,professional,large,consulting,active,334.03
CUST_002891,2023-06-10,professional,medium,education,active,236.67
CUST_002892,2023-11-24,starter,medium,retail,active,51.89
CUST_002893,2024-01-01,enterprise,small,finance,active,350.51
CUST_002894,2023-06-24,professional,small,real_estate,active,82.53
CUST_002895,2023-04-25,professional,enterprise,consulting,active,664.51
CUST_002896,2024-03-31,professional,small,media,active,91.1
CUST_002897,2022-05-11,premium,enterprise,manufacturing,active,5454.62
CUST_002898,2023-06-20,enterprise,medium,consulting,active,550.0
CUST_002899,2022-02-18,enterprise,small,real_estate,active,248.35
CUST_002900,2022-02-16,professional,enterprise,real_estate,churned,673.6
CUST_002901,2023-03-12,starter,small,consulting,active,24.3
CUST_002902,2023-11-08,professional,small,non_profit,active,111.39
CUST_002903,2022-12-30,starter,small,manufacturing,churned,29.99
CUST_002904,2024-02-27,premium,small,real_estate,active,483.1
CUST_002905,2024-01-29,professional,medium,media,active,173.49
CUST_002906,2022-07-06,premium,small,consulting,active,490.04
CUST_002907,2023-03-03,professional,large,manufacturing,active,369.31
CUST_002908,2024-01-12,starter,small,media,churned,31.99
CUST_002909,2023-04-06,starter,small,non_profit,active,32.57
CUST_002910,2022-12-16,professional,large,finance,active,352.89
CUST_002911,2022-03-22,professional,large,non_profit,active,360.59
CUST_002912,2023-11-21,enterprise,medium,healthcare,churned,583.14
CUST_002913,2022-01-19,starter,small,technology,active,27.78
CUST_002914,2022-01-14,starter,medium,finance,active,52.05
CUST_002915,2023-04-17,starter,small,consulting,active,33.28
CUST_002916,2024-09-15,enterprise,enterprise,non_profit,active,2615.78
CUST_002917,2022-11-07,professional,large,non_profit,churned,448.98
CUST_002918,2023-09-24,professional,medium,education,active,214.18
CUST_002919,2024-09-13,professional,large,consulting,active,447.62
CUST_002920,2022-03-31,professional,medium,finance,active,169.96
CUST_002921,2022-07-15,starter,small,healthcare,active,32.67
CUST_002922,2023-12-14,starter,small,retail,active,33.16
CUST_002923,2022-08-03,professional,large,media,active,422.72
CUST_002924,2023-10-28,professional,small,retail,active,96.46
CUST_002925,2023-10-04,starter,small,real_estate,active,25.41
CUST_002926,2022-11-05,enterprise,small,media,active,256.92
CUST_002927,2023-03-09,enterprise,large,technology,active,1015.05
CUST_002928,2024-07-13,professional,small,finance,active,108.46
CUST_002929,2023-04-01,starter,small,media,churned,28.67
CUST_002930,2024-05-30,starter,small,media,active,29.99
CUST_002931,2022-07-26,starter,small,manufacturing,active,29.81
CUST_002932,2024-05-03,starter,small,consulting,active,23.79
CUST_002933,2022-01-09,professional,medium,healthcare,active,209.38
CUST_002934,2024-01-01,starter,medium,consulting,active,58.4
CUST_002935,2024-05-18,professional,large,media,active,436.84
CUST_002936,2023-09-03,starter,small,real_estate,churned,34.79
CUST_002937,2022-02-07,enterprise,medium,media,active,574.96
CUST_002938,2023-06-10,starter,small,non_profit,active,31.61
CUST_002939,2024-08-15,enterprise,large,media,active,1070.42
CUST_002940,2022-03-04,starter,small,real_estate,active,23.42
CUST_002941,2023-08-14,professional,small,education,active,101.11
CUST_002942,2022-10-02,premium,small,consulting,active,692.24
CUST_002943,2022-04-30,starter,small,media,active,30.42
CUST_002944,2023-10-24,premium,medium,education,active,1174.22
CUST_002945,2023-03-23,professional,large,technology,active,344.95
CUST_002946,2024-01-14,professional,medium,retail,active,196.55
CUST_002947,2023-03-25,starter,small,retail,active,29.09
CUST_002948,2023-08-25,starter,small,education,active,33.89
CUST_002949,2024-05-23,professional,large,media,churned,340.13
CUST_002950,2022-10-28,enterprise,enterprise,consulting,active,2840.23
CUST_002951,2024-05-03,professional,medium,education,active,222.56
CUST_002952,2024-03-29,starter,small,finance,active,30.41
CUST_002953,2022-10-17,professional,small,healthcare,active,105.62
CUST_002954,2022-05-13,professional,small,finance,active,87.1
CUST_002955,2023-09-13,starter,small,media,active,24.37
CUST_002956,2023-03-02,enterprise,small,media,active,275.52
CUST_002957,2022-08-03,professional,medium,real_estate,active,162.95
CUST_002958,2022-01-19,starter,medium,education,churned,56.47
CUST_002959,2023-01-01,enterprise,enterprise,finance,active,2086.86
CUST_002960,2024-05-30,starter,small,real_estate,active,23.57
CUST_002961,2022-03-07,enterprise,small,education,active,290.7
CUST_002962,2023-09-25,professional,small,retail,active,83.98
CUST_002963,2022-08-18,professional,small,media,active,89.41
CUST_002964,2022-12-15,professional,medium,education,active,220.44
CUST_002965,2024-02-28,enterprise,medium,real_estate,active,543.29
CUST_002966,2022-06-04,starter,small,real_estate,active,30.21
CUST_002967,2022-04-17,premium,small,technology,active,701.22
CUST_002968,2023-03-25,professional,small,media,churned,117.32
CUST_002969,2024-02-13,starter,medium,healthcare,active,58.3
CUST_002970,2024-03-11,starter,small,non_profit,active,30.27
CUST_002971,2024-05-28,starter,small,healthcare,active,32.75
CUST_002972,2022-02-12,professional,small,real_estate,active,83.37
CUST_002973,2023-10-08,enterprise,enterprise,healthcare,active,2754.89
CUST_002974,2024-07-21,starter,small,education,active,25.02
CUST_002975,2022-10-27,enterprise,medium,media,active,661.77
CUST_002976,2023-05-26,starter,small,healthcare,active,24.99
CUST_002977,2023-01-08,professional,medium,education,active,224.41
CUST_002978,2022-05-06,professional,small,retail,active,96.59
CUST_002979,2023-03-02,starter,small,technology,active,26.05
CUST_002980,2024-04-08,enterprise,medium,media,active,560.98
CUST_002981,2023-06-02,enterprise,small,finance,active,249.39
CUST_002982,2023-01-17,professional,small,consulting,active,93.48
CUST_002983,2023-11-12,professional,small,retail,churned,85.2
CUST_002984,2024-02-11,starter,large,real_estate,active,95.9
CUST_002985,2022-08-22,enterprise,large,finance,active,1343.73
CUST_002986,2023-02-28,starter,medium,consulting,churned,56.8
CUST_002987,2024-09-01,enterprise,large,real_estate,active,1340.29
CUST_002988,2023-01-06,enterprise,small,technology,active,292.13
CUST_002989,2024-02-28,starter,small,technology,active,31.52
CUST_002990,2023-06-14,professional,medium,healthcare,active,165.95
CUST_002991,2022-11-19,starter,medium,consulting,active,58.45
CUST_002992,2022-06-18,starter,enterprise,consulting,active,164.09
CUST_002993,2024-02-17,starter,small,technology,active,30.86
CUST_002994,2023-10-19,premium,medium,finance,active,1392.04
CUST_002995,2022-03-01,enterprise,medium,real_estate,churned,712.25
CUST_002996,2023-03-06,starter,small,consulting,active,33.48
CUST_002997,2023-12-19,starter,small,real_estate,active,33.33
CUST_002998,2024-01-09,professional,small,education,active,115.21
CUST_002999,2022-01-09,enterprise,medium,manufacturing,active,694.89
CUST_003000,2023-09-18,starter,small,finance,active,31.32
CUST_003001,2023-04-02,starter,medium,retail,active,56.6
CUST_003002,2023-10-02,enterprise,large,non_profit,active,1271.92
CUST_003003,2023-12-16,enterprise,small,education,active,345.37
CUST_003004,2024-03-11,starter,medium,consulting,churned,54.4
CUST_003005,2024-06-21,starter,medium,manufacturing,active,40.85
CUST_003006,2023-07-05,enterprise,large,education,active,1146.24
CUST_003007,2024-01-07,enterprise,enterprise,finance,active,2418.64
CUST_003008,2023-07-08,professional,small,manufacturing,active,87.66
CUST_003009,2023-06-08,starter,small,real_estate,active,26.82
CUST_003010,2022-12-15,starter,medium,finance,active,39.66
CUST_003011,2024-06-30,professional,small,real_estate,active,102.66
CUST_003012,2022-09-05,starter,large,manufacturing,active,107.97
CUST_003013,2023-06-02,starter,small,healthcare,active,31.69
CUST_003014,2024-05-11,starter,large,education,active,89.49
CUST_003015,2023-06-04,starter,medium,education,active,41.63
CUST_003016,2024-02-14,professional,medium,healthcare,active,194.92
CUST_003017,2023-08-10,starter,medium,technology,active,48.08
CUST_003018,2022-08-30,starter,medium,non_profit,active,50.29
CUST_003019,2024-07-04,enterprise,medium,real_estate,active,681.54
CUST_003020,2022-08-28,professional,small,education,active,91.05
CUST_003021,2023-11-14,starter,medium,non_profit,active,52.38
CUST_003022,2024-01-02,starter,small,consulting,active,29.23
CUST_003023,2022-09-11,enterprise,medium,healthcare,active,557.75
CUST_003024,2023-08-20,starter,small,retail,active,32.74
CUST_003025,2023-01-05,premium,large,media,active,2013.23
CUST_003026,2023-12-30,premium,medium,consulting,active,1356.52
CUST_003027,2022-03-25,professional,medium,healthcare,active,164.15
CUST_003028,2024-06-28,professional,large,finance,active,395.21
CUST_003029,2023-04-02,starter,small,healthcare,churned,27.48
CUST_003030,2023-06-23,enterprise,large,consulting,active,1241.32
CUST_003031,2023-06-16,starter,small,consulting,active,33.32
CUST_003032,2023-08-22,starter,small,media,active,30.58
CUST_003033,2023-03-27,professional,small,media,active,108.18
CUST_003034,2023-03-03,starter,small,finance,active,24.87
CUST_003035,2022-05-11,starter,small,media,active,31.45
CUST_003036,2022-05-13,professional,large,real_estate,active,456.98
CUST_003037,2022-05-01,starter,small,retail,active,28.48
CUST_003038,2022-02-03,starter,small,finance,active,34.15
CUST_003039,2023-01-14,starter,small,healthcare,active,30.18
CUST_003040,2023-02-23,professional,medium,healthcare,active,168.82
CUST_003041,2023-08-09,enterprise,small,manufacturing,active,244.02
CUST_003042,2022-06-06,starter,small,healthcare,active,27.51
CUST_003043,2023-01-19,starter,small,manufacturing,active,26.61
CUST_003044,2022-01-29,starter,medium,finance,active,41.99
CUST_003045,2023-08-27,starter,medium,consulting,active,40.15
CUST_003046,2024-07-04,professional,small,manufacturing,active,114.41
CUST_003047,2022-08-09,starter,small,finance,active,32.7
CUST_003048,2023-05-16,professional,small,technology,churned,84.04
CUST_003049,2022-12-24,professional,small,healthcare,active,113.67
CUST_003050,2023-03-04,professional,small,media,active,101.89
CUST_003051,2023-08-03,professional,small,media,active,114.85
CUST_003052,2024-03-11,enterprise,small,consulting,active,296.04
CUST_003053,2024-01-08,starter,small,non_profit,active,24.74
CUST_003054,2022-05-22,starter,small,real_estate,active,30.58
CUST_003055,2024-02-19,enterprise,small,media,active,319.0
CUST_003056,2022-06-02,enterprise,enterprise,education,active,2004.91
CUST_003057,2023-10-02,professional,large,non_profit,active,384.58
CUST_003058,2022-08-27,professional,small,consulting,active,92.62
CUST_003059,2022-02-16,premium,medium,media,active,1312.14
CUST_003060,2023-10-24,professional,small,healthcare,active,113.49
CUST_003061,2023-12-26,starter,small,technology,active,29.84
CUST_003062,2024-03-26,premium,small,manufacturing,active,613.63
CUST_003063,2022-05-07,enterprise,large,real_estate,active,1000.04
CUST_003064,2024-09-05,professional,medium,non_profit,active,202.33
CUST_003065,2024-02-15,starter,small,technology,active,34.3
CUST_003066,2023-06-19,professional,small,retail,active,108.92
CUST_003067,2023-05-30,starter,medium,technology,active,41.56
CUST_003068,2024-08-16,starter,small,real_estate,active,25.29
CUST_003069,2022-01-20,enterprise,small,manufacturing,active,333.3
CUST_003070,2022-09-09,enterprise,medium,non_profit,active,585.64
CUST_003071,2024-04-06,starter,small,real_estate,active,30.24
CUST_003072,2023-02-16,professional,small,non_profit,active,80.98
CUST_003073,2024-06-01,starter,medium,technology,active,45.86
CUST_003074,2022-07-04,professional,medium,consulting,active,161.11
CUST_003075,2023-06-25,premium,medium,education,active,1142.41
CUST_003076,2022-04-04,professional,medium,healthcare,active,237.19
CUST_003077,2023-07-09,starter,small,finance,active,26.51
CUST_003078,2022-07-07,starter,small,manufacturing,active,32.11
CUST_003079,2022-06-07,enterprise,medium,manufacturing,active,707.34
CUST_003080,2023-11-26,professional,small,finance,active,81.53
CUST_003081,2024-09-11,starter,small,education,active,25.3
CUST_003082,2024-01-01,starter,small,technology,active,26.66
CUST_003083,2022-04-12,starter,small,education,active,24.85
CUST_003084,2024-07-03,premium,small,education,active,541.0
CUST_003085,2024-08-22,starter,small,healthcare,active,23.8
CUST_003086,2022-09-03,professional,small,non_profit,active,102.41
CUST_003087,2023-05-20,professional,small,real_estate,active,108.99
CUST_003088,2023-01-30,professional,medium,healthcare,active,180.64
CUST_003089,2022-11-22,starter,medium,media,active,50.04
CUST_003090,2022-03-09,starter,small,media,active,23.54
CUST_003091,2023-10-11,starter,medium,retail,active,57.11
CUST_003092,2022-01-20,enterprise,small,manufacturing,active,305.47
CUST_003093,2023-08-24,professional,small,healthcare,churned,88.95
CUST_003094,2023-07-23,starter,medium,finance,active,45.17
CUST_003095,2023-02-21,starter,small,media,active,24.17
CUST_003096,2023-10-14,professional,medium,real_estate,active,175.4
CUST_003097,2024-09-18,premium,medium,finance,active,1138.24
CUST_003098,2022-06-22,starter,medium,retail,churned,49.74
CUST_003099,2023-03-10,professional,small,real_estate,active,97.09
CUST_003100,2022-01-02,starter,small,media,churned,34.35
CUST_003101,2023-09-28,professional,medium,manufacturing,active,211.18
CUST_003102,2022-06-21,enterprise,large,technology,active,988.06
CUST_003103,2024-08-01,enterprise,small,media,active,271.89
CUST_003104,2022-09-14,starter,small,consulting,active,34.79
CUST_003105,2024-05-12,starter,small,retail,active,29.99
CUST_003106,2023-06-07,starter,small,manufacturing,active,23.73
